date,crisis_shelters,transitional_independent_living_hya,transitional_independent_living_til,crisis_shelters_hya
2023-04-26,76.74,100,82.28,97.14
2023-04-27,76.36,100,82.69,94.29
2023-04-28,76.74,100,82.69,91.43
2023-04-29,77.91,100,81.47,91.43
2023-04-30,78.28999999999999,90,81.26,91.43
2023-05-01,78.68,36,78.85,91.43
2023-05-02,80.23,36,78.66,91.43
2023-05-03,82.17,40,78.66,91.43
2023-05-04,82.17,40,78.66,94.29
2023-05-05,83.33,40,78.26,94.29
2023-05-06,81.01,40,77.67,94.29
2023-05-07,81.4,40,77.47,94.29
2023-05-08,80.62,40,78.06,94.29
2023-05-09,83.72,48,77.67,97.14
2023-05-10,82.17,48,77.87,100
2023-05-11,82.95,60,77.47,97.14
2023-05-12,82.17,60,77.27,100
2023-05-13,81.4,60,76.28,94.29
2023-05-14,82.17,60,76.48,100
2023-05-15,82.56,60,76.28,91.43
2023-05-16,82.95,60,76.48,91.43
2023-05-17,82.95,72,76.28,88.57
2023-05-18,83.33,72,76.68,94.29
2023-05-19,82.95,72,76.68,94.29
2023-05-20,83.72,72,76.48,94.29
2023-05-21,83.33,72,76.68,91.43
2023-05-22,83.33,68,76.68,100
2023-05-23,86.05,72,77.08,97.14
2023-05-24,86.05,76,76.28,100
2023-05-25,87.6,76,76.09,97.14
2023-05-26,86.82,80,76.28,100
2023-05-27,86.82,80,76.28,100
2023-05-28,85.66,80,75.89,100
2023-05-29,85.27,76,75.49,100
2023-05-30,82.95,84,76.68,100
2023-05-31,82.95,80,77.08,100
2023-06-01,82.95,80,77.27,100
2023-06-02,82.17,84,78.66,100
2023-06-03,82.56,84,79.05,100
2023-06-04,82.17,84,79.05,100
2023-06-05,81.01,88,78.46000000000001,94.29
2023-06-06,79.84,88,78.46000000000001,100
2023-06-07,80.23,88,79.25,100
2023-06-08,80.23,88,80.24,100
2023-06-09,80.62,84,80.03999999999999,94.29
2023-06-10,80.62,88,80.03999999999999,94.29
2023-06-11,81.4,84,80.24,91.43
2023-06-12,81.01,92,80.24,97.14
2023-06-13,81.01,92,80.24,94.29
2023-06-14,81.01,92,79.84,100
2023-06-15,79.84,92,79.84,100
2023-06-16,79.84,92,79.45,100
2023-06-17,80.23,92,79.64,100
2023-06-18,80.62,92,82.08,100
2023-06-19,81.78,92,82.08,94.29
2023-06-20,81.78,92,82.48,94.29
2023-06-21,80.62,92,82.48,94.29
2023-06-22,81.78,96,84.52,97.14
2023-06-23,83.72,96,84.52,97.14
2023-06-24,83.72,96,84.52,97.14
2023-06-25,82.95,96,84.73,94.29
2023-06-26,82.56,100,84.52,94.29
2023-06-27,81.78,96,83.91,91.43
2023-06-28,81.4,96,84.11,94.29
2023-06-29,81.4,100,84.32,94.29
2023-06-30,80.23,100,83.1,97.14
